,DARMC_X,DARMC_Y,DARMC_OBJECTID,NAME,NAME2,Latitude,Longitude,Geo_Q,F2008_Wreck,F2010_Wreck,Geo_D,Start_Date,End_Date,Date_Q,Date_D,Depth,Depth_Q,Year_Found,Year_Found_1,Cargo_1,Cargo_Type1,Cargo_2,Cargo_Type2,Cargo_3,Cargo_Type_3,Other_Cargo,Gear,Estimated displacement,Comments,Length,Width,Size_Detail,Parker_ref,Parker?,Bibliography AFM State 2008,Bibliography_2,OXREP_locid,OXREP_Site_Name,OXREP_Wreck_Name,OXREP_Earliest_Date,OXREP_Latest_Date,OXREP_Dating_comment,OXREP_Wreck_ID,OXREP_Strauss_ID,OXREP_Parker_Number,OXREP_Sea_area,OXREP_Country,OXREP_Region,OXREP_Min_depth,OXREP_Max_depth,OXREP_Depth,OXREP_Period,OXREP_Reference,OXREP_Comments,OXREP_Stone_cargo_notes,OXREP_Other_cargo,OXREP_Hull_remains,OXREP_Shipboard_paraphernalia,OXREP_Ship_equipment,OXREP_Estimated_tonnage,,
,,,,Komiza,,43.033,16.083,,,,,1,200,,,30,,,,Amphoras,Egyptian provenance (Somalian),,,,,,,,"Provenance in Egypt, destination northern Italy. Completely looted site with sherds of Egyptian (Somalian) amphorae",,,,,,http://oxrep.classics.ox.ac.uk/databases/shipwrecks_database/60to80/records/914/,,914,Komiza,Komiza,1,200,C1st-2nd AD,1,331,,Adriatic,Croatia,Vis Island,30,30,30m,Roman Imperial,"M. Jurišić, Ancient Shipwrecks of the Adriatic (2000), no.27.",Completely looted site with sherds of Egyptian (Somalian) amphorae.,,,,,,,,
,,,,Kopa,,44.8,13.86,,,,,1,200,,,36,,,,Amphoras,Dressel 6A,,,,,,A lead anchor stock was found nearby.,,,,,,,,"M. Jurisic 2000, no. 28 (http://oxrep.classics.ox.ac.uk/databases/shipwrecks_database/60to80/records/889/)",,889,Kopa,Kopa,-25,75,late C1st BC - C1st AD,7335,,,Adriatic,Croatia,west side of Istria,11,36,11-36m,Roman Imperial,"M. Jurisic, Ancient Shipwrecks of the Adriatic (2000), no.  28",A cargo of probable Dr 6A amphorae.,,,,,A lead anchor stock was found nearby.,,,
891,1712464.833,5424267.216,892,Kornat, ,43.733333,15.383333, ,414,428, ,1,100,?, , , , , ,amphoras,, ,, , , ,, ,,0,0, ,556,1,, ,565,Kornat,Kornat,1,100,,7968,,556,,,,,,,Roman Imperial,,,,,,,,,,
,,,,Koromasna Cave,,43.65,15.65,,,,,1,100,,,40,,,,Amphoras,Cretan AC4 (100) and Aegean ER1 (100),,,,,,,,"Amphorae now preserved under an iron cage. Provenance Aegean, destination Northern Italy.",,,,,,http://oxrep.classics.ox.ac.uk/databases/shipwrecks_database/60to80/records/1110/,,1110,Koromasna  Cove,Koromasna  Cove,1,100,C 1st AD,10,323,,Adriatic,Croatia,North side of Zirje island,35,40,40m,Roman Imperial,"J. Mesić, Obavijesti HAD-a XXX1/2 (1999), 76; M. Jurišić, Ancient Shipwrecks of the Adriatic (2000), no. 30; M . Jurisic in D. Davison, V. Gaffney and E. Martin (eds.) BAR 2006, 175-192","Intact cargo of Greek amphorae, Cretan AC4 and Aegean ER1. More than 100 each of AC4 and ER1 amphorae now preserved under an iron cage.",,,,,,,,
,,,,Krbar,,43.883,15.266,,,,,1,400,,,12,,,,Amphoras,Dr. 29(?),,,,,,,,"Most probably not expert survey carried out. Typologically Dr. 29 could represent few types of flat-bottomed amphorae, but are most similar to Forl. type from the 1st-2nd centuries, so dating to the 3rd-4th centuries according to Vrsalovic is problematic.",,,,,,"M. Jurisic 2000, no. 32; http://oxrep.classics.ox.ac.uk/databases/shipwrecks_database/60to80/records/1049/",,1049,Krbar,Krbar,1,400,C1st-4th AD,7338,,,Adriatic,Croatia,central Dalmatia,12,12,12m,Roman Imperial,"M. Jurisic, Ancient Shipwrecks of the Adriatic (2000), no. 32",A cargo of Dr 29(?) amphorae,,,,,,,,
1061,3052009.373,4462363.503,1062,Küçük Kiremit Adası ,Küçük Kiremit Adasi A,37.166667,27.416667,ca,0,0, ,1,150,ca, , , ,1985, ,amphoras,Dressel 24, ,, , , ,, ,may not be a separate wreck from Küçük Kiremit Adasi B,0,0, , ,0,,J. Leidwanger 2011.,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,3065945.192,4956209.831,1070,Kuyu Burnu, ,40.618347,27.541854, ,1044,435, ,1,700, , ,25, , , ,tiles,roofing, ,, , , ,, ,"Anchors seem Roman to Van Doorninck: Günsenin 2002, 129n8 ",0,0, , ,0,"http://www.nautarch.org/ ; N. Günsenin 1999, 18-23; N. Günsenin 2002, 125-135.", ,1971,Kuyu Burnu Tile wreck,Kuyu Burnu Tile wreck,600,700,C7th AD,8936,,,,Turkey,Marmara,25,25,25m,Paleochristian,"N. Gunsenin, Archaeonautica 14 (1998), 312;    http://www.nautarch.org/sites.htm",A cargo of tiles,,Tiles measuring 80 x 45cm x 3cm.,,,Two anchors date the site.,,,
771,1558472.871,5621521.486,772,Kvarner Gulf, ,45,14, ,417,436, ,1,100,?, , , , , ,amphoras,Koan, ,, , , ,, ,"Provenance Kos, destination Northern Italy",0,0, ,561,1,, ,1249,Kvarner Gulf,Kvarner Gulf,1,100,C 1st AD ?,174,324,561,Adriatic,Croatia,North west Croatia,,,Not known,Roman Imperial,"PlongŽes 76, xvi; Parker (1992), 561.",,,,,,,,,
666,1341399.864,5153492.627,667,Ladispoli 1, ,41.95,12.05, ,421,440, ,1,15,ca, ,12, , , ,amphoras,Dr2-4; Haltern70,dolia,dolia,ceramic,Arretine ware,"lead jar, volute lamps, furniture, wooden box",, ,well-preserved hull; McCann et al say 25-100?AD,20,0, ,565,1,, ,1516,Ladispoli,Ladispoli A,1,15,,7977,,565,,Italy,Lazio,12,12,12m,Roman Imperial,"M-B Carre, 'L'epave a dolia de Ladispoli' in Archaeonautica 11 (1993), 9-31; D. Gibbins, 'More underwater finds of Roman medical eqipment', Antiquity 71, no. 272 (1997), 457-9.",The wreck site covers an area of 400 sq m. The ship may have been adapted specially to hold dolia.,,A wooden head of a duck as decoration for a kline.,"6.6 x 3.3 m of the hull were preserved, including parts of the keel, frames and shell. The mid-section of the ship seems to have been reinforced. 12 wooden discs thought to be part of the pump. An 'anneau de cargue' which is very rare, cf Chretienne C. Estimated total length of the ship is 18m.","A doctor's bag containing a small wooden box 12.4 x 8 8cm with a sliding lid and bronze lock containing phials of coriander and cumin. Also 2 Italian red-slip plates suitable for mixing potions, 1 inscribed L. APPV (LEIVS) preceded by the verb MEDEOR (to cure or administer)",,50,,
464,1027849.965,5061633.28,465,Lavezzi 6, ,41.333333,9.233333,ca,440,459, ,1,200, , , ,shallow, , ,amphoras,, ,, , , ,, ,,0,0, ,589,1,, ,2066,Lavezzi,Lavezzi G,1,200,,8001,,589,,,,,,,Roman Imperial,,,,,,,,,,
465,1027849.965,5061633.28,466,Lavezzi 7, ,41.333333,9.233333,ca,441,460, ,1,200, , , ,shallow, , ,amphoras,, ,, , , ,, ,,0,0, ,590,1,, ,1722,Lavezzi,Lavezzi H,1,200,,8002,,590,,,,,,,Roman Imperial,,,,,,,,,,
466,1027849.965,5061633.28,467,Lavezzi 8, ,41.333333,9.233333,ca,442,461, ,1,200, , , ,shallow, , ,amphoras,, ,, , , ,, ,,0,0, ,591,1,, ,2071,Lavezzi,Lavezzi J,1,200,,8003,,591,,,,,,,Roman Imperial,,,,,,,,,,
467,1027849.965,5061633.28,468,Lavezzi 9, ,41.333333,9.233333,ca,443,462, ,1,200, , , ,shallow, , ,amphoras,, ,, , , ,, ,,0,0, ,592,1,, ,1258,Lavezzi,Lavezzi K,1,200,,8004,,592,,,,,,,Roman Imperial,,,,,,,,,,
357,753261.8877,5373055.472,358,"Lion de Mer, Le", ,43.4,6.766667, ,449,468, ,1,200,ca, ,20,4 +/-, , ,tiles,roof tiles,artistic pieces,"fine glassware, mosaics",amphoras,Dressel 20; Dressel 28, ,"lead kedge anchor, .98m long", ,,0,0, ,601,1,,F. Benoît 1960; A. Joncheray and J.P. Joncheray 2012.,2301,Le Lion de Mer,Le Lion de Mer,1,200,,8013,,601,,,,,,,Roman Imperial,,,,,,,,,,
46,-280154.0518,6351564.8,47,Little Russel 2, ,49.45,-2.516667,ca,451,470, ,1,75,ca, ,50, , , ,amphoras,cf. Dr7-11, ,, , , ,, ,,0,0, ,603,1,, ,2057,Little Russel,Little Russel B,1,75,,7276,,603,Non-Mediterranean,,,,,,Roman Imperial,,,,,,,,,,
1210,3886630.966,3836491.183,1211,Ma'Agan Michael, ,32.5558,34.9142, ,462,481, ,1,100,ca, ,5, , , ,metal,lead ingots (5),metal,"sounding lead, 2", , , ,, ,"Dating based on shape of ingots (compared to other finds in the Mediterranean, and inscriptions in Greek and Latin engraved on them, indicating possibly workshop origin. ",0,0, , ,0,"S. Kingsley and K. Raveh 1994, 119-128.", ,,,,,,,,,,,,,,,,,,,,,,,,,,
497,1048258.538,5049286.835,498,Maddalena, ,41.25,9.416667,?,464,483, ,1,500, , , , , , ,glass,, ,, , , ,, ,,0,0, ,614,1,, ,1828,La Maddalena,La Maddalena,200,300,C3rd AD,189,422,614,Tyrrhenian Sea,Italy,Most northerly point of Sardinia,,,Not reported,Roman Imperial,"Bollettino di Archeologia 13-15 (1992), 213-4.",,Fragments of slabs of marble in different sizes.,Some African tableware.,,,,,,
423,920278.2304,6446275.841,424,Mainz 10,am Brand,50,8.267, ,0,0, ,1,1500,?, , , ,1968,ca, ,, ,, , , ,, ,large barge,0,0, , ,0,,"Bockius 2006, 1  (Monographien des Römisch-Germanischen Zentralmuseums 67)",,,,,,,,,,,,,,,,,,,,,,,,,,
787,1591868.718,5540546.351,788,Margarina, ,44.483333,14.3, ,489,513, ,1,500,?, , , , , ,stone,"blocks, columns", ,, , , ,, ,,0,0, ,653,1,, ,1085,Margarina Point,Margarina Point,1,250,C1st-3rd AD,176,321,653,Adriatic,Croatia,"near Susak Island, NW of Zadar",6,42,6-42m,Roman Imperial,"D. Vrsalovi€à, Istra_ivanja i Za_tita Podmor_kih Arheoloskih Spomenika u S.R. Hrvatskoj (1974), 53 and 240; M. Juri_i€à, Ancient Shipwrecks of the Adriatic (2000), no.43.","A cargo of unfinished blocks of stone and marble columns, the largest such cargo in the eastern Adriatic.",Several unfinished blocks and  20 worked white marble columns.,Flat roof tiles and curved roof tiles.,,,,30,,
,,,,Marina di Fiori,,41.402,9.247,,,,,1,100,ca,,5,,1970,,Amphoras,"Dr. 2/4, some Dr. 7/11, Haltern 70",,,,,,,,,,,,,,Massy 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,601125.2503,5357746.958,294,Marseille 5, ,43.3,5.4, ,499,524, ,1,200,ca, , ,silted, , , ,, ,, , , ,, ,Found in place Jules Verne 4. Roman context.,16,5, , ,0,"Navis I, Marseille 5, #47; P. Pomey 1995, 459-484.", ,1041,Marseille,Marseille 5 (Jules Verne 3),1,200,C1st- 2nd AD,8674,,,Western Mediterranean,France,Bouches-du-Rhône,,,,Roman Imperial,"P. Pomey, Les épaves greques et romaines de la place Jules-Verne à Marseille. CRAI, 1995, 459-484.","Roman coastal working boat.
Lat 43 N 18, Long 5 E 24.",,,,,,,,
294,601125.2503,5357746.958,295,Marseille 6, ,43.3,5.4, ,500,525, ,1,200,ca, , ,silted, , , ,, ,, , , ,, ,Found in place Jules Verne 4.  Roman context,16,5, , ,0,"Navis I, Marseille 6, #48; P. Pomey 1995, 459-484.", ,1017,Marseille,Marseille 6 (Jules Verne 4),1,200,C1st-2nd AD,8675,,,Western Mediterranean,France,Bouches-du-Rhône,,,,Roman Imperial,"P. Pomey, Les épaves greques et romaines de la place Jules-Verne à Marseille. CRAI, 1995, 459-484.","Roman coastal working boat.
Lat 43 N 18, Long 5 E 24.",,,,,,,,
286,596076.9114,5358282.331,287,Marseille 8, ,43.3035,5.35465,ca,502,527, ,1,100,ca, ,4, , , ,marble,"rough and worked, with evidence of chisels and inscriptions from quarry inspections, with consular date, sector of quarry and name of imperial curator; white marble columns",amphoras,"3 oil and 1 wine type Dressel20,  Dressel1A, and Dressel 2/4 from Catalonia and Gaul",glass, , ,, ,"amphora (under hull, type Dressel 1A) is terminus post quem. No precise petrological analysis for whole cargo available yet, but the most valuable colored marble is from Eastern quarries.",0,0, , ,0,"H. Bernard 2000, 114-125.", ,,,,,,,,,,,,,,,,,,,,,,,,,,
156,346945.7463,5329746.596,157,Mateille 2, ,43.116667,3.116667, ,513,538, ,1,100, , ,4, , , ,amphoras,Dr7-11, ,, , , ,, ,fragments of ship preserved,0,0, ,683,1,, ,1869,Mateille,Mateille B,1,100,,8080,,683,,,,,,,Roman Imperial,,,,,,,,,,
322,693891.4926,5314509.028,323,"Medes 2, Les", ,43.016667,6.233333, ,515,540, ,1,100, , ,18, , , ,tiles,roof tiles,amphoras,Dr2-4, , , ,, ,,0,0, ,687,1,, ,2289,Les Medes,Les Medes B,1,100,,8084,,687,,,,,,,Roman Imperial,,,,,,,,,,
913,1807086.401,5380719.203,914,Mlin, ,43.45,16.233333, ,529,553, ,1,200,?, , , , , ,amphoras,"Dr2-4, pear-shaped", ,, , , ,, ,,0,0, ,702,1,, ,959,Mlin,Mlin,1,200,C 1st-2nd AD,4,330,702,Adriatic,Croatia,Split channel,25,40,40m,Roman Imperial,"D. Vrsalovi€à, Istra_ivanja i Za_tita Podmor_kih Arheoloskih Spomenika u S.R. Hrvatskoj (1974), 25; D. Vrsalovi€à, PhD thesis (unpublished, 1979), 217-18; N. Cambi, Amphores Romaines, MEFRA 114 (1989), 323-5; M. Juri_i€à, Ancient Shipwrecks of the Adriatic (2000), no. 45.","A heavily looted mixed cargo of Greek amphorae - Rhodian in two sizes, smaller Rhodian with ribbed belly, Greek variant of Dr. 2-4, Cnidian in two sizes, possibly Dr. 28 and at least three other unidentified forms.",,,Remains of the hull.,,"Two lead anchor stocks, though possibly not from this site.",,,
939,1931393.165,5281579.185,940,Mljet 2,Cape Glavat/Mljet B,42.8,17.35,ca,531,555, ,1,200,?, , , , , ,amphoras,"Dr21/22 (quantity 9); amphora 1; Richborough 527 (quantity 2, still contained preserved fruit apparently); 3-handled ovoid vessels; 2 different sizes, contained minium (red mineral colour), galenite and cerusite ",ceramic,"coarse pottery, red plates and platters (Southern Italian pottery, 'orlo bifido' dishes with the plates/ lids (more than 500) and 15 Pompeian red plates)",Glass,Great quantities of rough glass clumps,"Italian terra sigillata Drag, 24/25 bearing the stamps PESCECLE and C.IUL.FIR (Pescenius Clemens and Caius Iulius Firmus) and some eastern ware; 5 oil lamps and 2 glass vessels (western origin). A few necks of Cretan amphorae, a number of ECW pottery (mugs, jugs, dishes and lids) (eastern origin).","A lead anchor stock of so-called movable model with astragali relief, 6 braces and part of a bronze steelyard were found", ,,0,0, ,704,1,"M. Jurisic 2000, no. 10 (via http://oxrep.classics.ox.ac.uk/databases/shipwrecks_database/40to60/records/1028/)", ,1028,Cape Glavat/Mljet,Cape Glavat/Mljet B,75,100,end C1st AD,9043,,704,Adriatic,Croatia,NW side of Mljet island,30,50,50m,Roman Imperial,"M. Jurisic, Ancient Shipwrecks of the Adriatic (2000), no. 10","Dating of this wreck may be adjusted to 40-80 AD on the basis of the Italian terra sigillata Drag, 24/25?",,"Southern Italian pottery, 'orlo bifido' dishes with the plates/ lids (more than 500) and 15 Pompeian red plates. Great quantities of rough glass clumps.",Well preserved parts of the hull were found (7m long).,"Italian terra sigillata Drag, 24/25 bearing the stamps PESCECLE and C.IUL.FIR (Pescenius Clemens and Caius Iulius Firmus) and  some eastern ware Five oil lamps and 2 glass vessels were of western origin. A few necks of Cretan amphorae, a number of  ECW pottery (mugs, jugs, dishes and lids) were of eastern origin.","A lead anchor stock of  so-called movable model with astragali relief, 6 braces and part of a bronze steelyard were found.",,,
760,1506523.775,5751018.441,761,Monfalcone, ,45.816667,13.533333, ,538,562, ,1,100, , , ,silted, , ,ceramic,"jug, plates", ,, , ,"wooden container, wicker basket",, ,Roman boat,11,3.8, ,713,1,, ,1517,Monfalcone,Monfalcone,1,100,,8109,,713,,,,,,,Roman Imperial,,,,,,,,,,
354,745729.2688,5352547.801,355,Moutte E, ,43.266,6.699,ca,0,0, ,1,100, , ,1.5,.5 +/-,2005, ,Amphoras,Dressel 2-4; 3 dolia, ,, , , ,, ,,0,0, , ,0,,A. Joncheray and J.P. Joncheray 2012.,,,,,,,,,,,,,,,,,,,,,,,,,,
269,584427.3267,5362846.994,270,Niolon, ,43.333333,5.25, ,559,583, ,1,100,?, ,10, , , ,amphoras,Dr2-4,glass,vessels,metal,brail rings, ,sounding lead, ,,0,0, ,746,1,, ,2399,Niolon,Niolon,1,100,,8142,,746,,,,,,,Roman Imperial,,,,,,,,,,
345,742129.9386,5342463.602,346,Nord-Camarat, ,43.2,6.666667, ,562,586, ,1,100,?, ,25, , , ,tiles,roof tiles, ,, , , ,, ,,0,0, ,749,1,, ,922,Cap Camarat,Nord-Camarat,1,100,,8145,,749,,,,,,,Roman Imperial,,,,,,,,,,
,,,,Ouest Giraglia 2,,43.025,9.407,ca,,,,1,100,ca,,,,2008,,Amphoras,"Amphoras and dolia, including Dr. 2-4 Tarraconaise",Metal,"Circle of lead, possibly from rigging",,,,,,,8,3,at least,,,Massy 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,1936959.14,5279050.904,944,Ovrat, ,42.783333,17.4, ,601,633, ,1,100, , , , , , ,amphoras,, ,, , , ,, ,,0,0, ,770,1,, ,1425,Ovrat,Ovrat,1,100,,8163,,770,,,,,,,Roman Imperial,,,,,,,,,,
925,1866456.796,5034491.869,926,Palese, ,41.15,16.766667, ,607,639, ,1,500, , , , , , ,amphoras,, ,, , , ,, ,,0,0, ,778,1,, ,1473,Palese,Palese,-300,400,,8169,,778,,,,,,,,,,,,,,,,,
2,-983322.1687,5180973.103,3,Panxon, ,42.133333,-8.833333, ,616,648, ,1,300,?, , , , , ,ceramic,small jars with a short neck and one handle, ,, , , ,, ,,0,0, ,789,1,, ,549,Panxon,Panxon,1,300,,7294,,789,Non-Mediterranean,,,,,,Roman Imperial,,,,,,,,,,
556,1128037.507,5281579.185,557,"Paolina, La", ,42.8,10.133333, ,617,649, ,1,200,?, ,35, , , ,amphoras,, ,, , , ,, ,,0,0, ,790,1,, ,1955,La Paolina,La Paolina,1,200,,8180,,790,,,,,,,Roman Imperial,,,,,,,,,,
1036,2810817.143,4453054.679,1037,Paros 1, ,37.1,25.25, ,620,652, ,1,100, , ,16, , , ,amphoras,Coan, ,, , , ,, ,,0,0, ,791,1,, ,2409,Paros,Paros A,1,100,C 1st AD,106,84,791,Aegean,Greece,"Paros, Cyclades",16,16,16m,Roman Imperial,"G. Papathanassopoulos, IJNA 9 (1980), 164-67; G. Papathanassopoulos and D. Schilardi IJNA 10 (1981), 140-1; Parker (1992), 791.",A scattered wreck of heavily concreted Coan variant of Dr. 2-4.,,,,,,,,
,,,,Patresi (Italy),,42.781,10.1,ca,622,654,,1,100,,,50,,,,Amphoras,,,,,,,,,unsure where and if there is a wreck.  Samples from C7 BC to C4 AD.  One Spanish C1 AD wreck thought to be here at 50m depth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,-306128.5997,4392745.707,37,Percheles, ,36.666667,-2.75, ,628,660, ,1,100,?, ,12, , , ,amphoras,Dr7-11, ,, , , ,, ,,0,0, ,800,1,, ,903,Percheles,Percheles,1,100,,8190,,800,,,,,,,Roman Imperial,,,,,,,,,,
551,1124326.857,5246244.974,552,Pianosa 2, ,42.566667,10.1,ca,635,667, ,1,100, , ,40, , , ,ceramic,Roman pottery, ,, , , ,, ,,0,0, ,813,1,, ,1480,Pianosa,Pianosa B,1,100,,8203,,813,,,,,,,Roman Imperial,,,,,,,,,,
588,1155867.379,5419133.259,589,Pisa H, ,43.7,10.383333, ,647,679, ,1,500,?, , ,silted, , , ,, ,, , , ,, ,"boat, river; flat bottom",0,0, , ,0,http://www.navipisa.it, ,,,,,,,,,,,,,,,,,,,,,,,,,,
266,580716.677,5339918.813,267,Planier 1,Planier A,43.183333,5.216667, ,652,684, ,1,15,ca, ,32, ,1955, ,amphoras,Dr2-4; Campanian Dr2-4,ceramic,"pottery gourd, mortarium, Arretine ware", , ,"2 wooden plates, 2 wooden figurines","Lead anchor, .99m.", ,Stamped ceramics date site to 1-25 and probably 1-10AD; 2 wood statues,12,7,remains,824,1,,F. Benoît 1956.,1809,Planier,Planier A,1,15,early C1st AD,8214,,824,Western Mediterranean,France,Bouches-du Rh™ne,,,,Roman Imperial,"C. Carreras Montfort and P. Berni Millet in Rivet and Sciallano (eds), Vivre, Produire et Echanger: Reflets Mediterraneans. Melanges offerts a Bernard Liou (2002), 359-369",,,,,,,,,
906,1764413.929,5416567.352,907,Plavac 2, ,43.683333,15.85, ,656,688, ,1,100, , , , , , ,ceramic,pottery, ,, , , ,, ,,0,0, ,832,1,, ,882,Plavac,Plavac B,1,100,C1st AD,5,322,832,Adriatic,Croatia,"Zlarin Island, central Dalmatia",,,,Roman Imperial,,,,,,,.,,,
28,-384052.2432,6257910.489,29,Ploumanac'h, ,48.9,-3.45, ,661,693, ,1,300, , ,10, , , ,metal,lead ingots,tiles,roof-tiles,stone,sandstone handmill, ,, ,,0,0, ,838,1,,“L’Archéologie Sous Les Mers” 2013.,1966,Ploumanac'h,Ploumanac'h,200,400,,7295,,838,Non-Mediterranean,,,,,,Roman Imperial,,,,,,,,,,
332,712444.7411,5314509.028,333,Pointe de la Galère, ,43.016667,6.4, ,664,697, ,1,50,?, ,15, , , ,ceramic,rounded tiles,amphoras,Haltern 70 (fragment),ceramic,coarse pottery and cf. Haltern70 amphora, ,, ,,0,0, ,840,1,, ,1862,Pointe de la Galere,Pointe de la Galere,1,50,,8229,,840,,,,,,,Roman Imperial,,,,,,,,,,
274,589993.3012,5352649.717,275,Pointe Debie 1, ,43.266667,5.3, ,666,699, ,1,100, , ,28, , , ,amphoras,"Dr7-11 Beltran2B Dr2-4 Tarraconaise, Pelichet 47 Gaulish, Dr2 Gaulish Dr20",,,, , ,, ,Possibly from two wrecks: Dr7-11 usually 50-60 AD and Beltran 2B 90-150 AD,0,0, ,841,1,"J.M. Gassend 1978, 101-107.", ,1290,Pointe Debie,Pointe Debie A,1,100,C1st AD,8230,,841,Western Mediterranean,France,Bouches-du-Rh™ne,,,,Roman Imperial,"B. Dangreaux, Bilan Scientifique 1992, 44","This is no longer considered to be a wreck site, rather a deposit of various amphorae, since Dr 7-11 and Beltran 2B cannot chronologically have been cargo in the same ship.",,,,,,,,
743,1441587.406,4995148.557,744,Ponza Porto, ,40.883333,12.95, ,682,715, ,1,200,?, ,11, , , ,nothing reported,, ,, , , ,, ,timbers,30,10,remains,868,1,, ,759,Ponza,Ponza Porto,1,200,,8251,,868,,Italy,,6,7,7m,Roman Imperial,http://www.mclink.it/assoc/assonet/arcart/galliuk.htm,,,,"The wreck was orientated north-west, at 315å¡; despite the damage it had suffered in places, it was of striking mass and dimensions, with planking assembled by mortise-and-tenon joints. The frames, of which 27 were found, are on average 210 mm. thick (moulded) and 190 mm. broad (sided). The strakes are, on average, 60 mm. thick and 210 mm. broad (see the report of A.S.S.O. for the Archaeological Superintendency of Latium)",,,,,
601,1166999.329,5309435.354,602,Populonia, ,42.983333,10.483333, ,683,716, ,1,200, , , ,shallow, , ,,, ,, , , ,, ,floor timber,0,0, ,869,1,, ,2025,Populonia,Populonia,1,200,,8252,,869,,,,,,,Roman Imperial,,,,,,,,,,
187,400750.1669,5268944.581,188,Port-la-Nouvelle, ,42.716667,3.6,ca,684,718, ,1,250,ca, , ,deep, , ,amphoras,Dr20, ,, , , ,, ,,0,0, ,872,1,, ,2140,Port-la-Nouvelle,Port-la-Nouvelle,1,250,,8255,,872,,,,,,,Roman Imperial,,,,,,,,,,
459,1019100.995,5069919.181,460,"Porto nuovo (Bonifacio, Corsica)", ,41.3892,9.15474, ,694,734, ,1,100,ca, , ,shallow, , ,marble,"rough and worked. Origin: Chemtou,  Karystos, Synnada, Teos, Chios, Carrara, Sainte Baume",marble,rough columns from carrara,ceramic,crustae,"Gold coin of Tiberius (27/8, from Lyon); bronze oil lamp (type  Loeschcke XXVI, 1C AD)","Roman sword sheath, metal tools for marble handling and sculpting, Roman belt buckle, 3 Roman hammers, mirrors", ,variety of marble indicates Rome as port of origin,0,0, , ,0,"H. Bernard 2000, 114-125.", ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Portoferraio (Italy) 2,,42.8,10.317,ca,699,739,,1,100,,,,,,,,,,,,,,,,ship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,1630830.54,5514578.573,823,Premuda 1, ,44.316667,14.65,?,710,744, ,1,100,?, ,60, , , ,amphoras,Dr6A Lam2, ,, , , ,, ,,0,0, ,901,1,, ,1157,Premuda,Premuda A,1,100,,8284,,901,,,,,,,Roman Imperial,,,,,,,,,,
195,413737.4408,4399687.015,196,Punta del Vapor 1, ,36.716667,3.716667, ,730,764, ,1,100, , , , , , ,amphoras,Dr7-11, ,, , , ,, ,,0,0, ,929,1,, ,1244,Punta del Vapor,Punta del Vapor A,1,100,,8311,,929,,,,,,,Roman Imperial,,,,,,,,,,
970,2005606.159,4960853.01,971,Punta della Contessa 2, ,40.65,18.016667,ca,731,765, ,1,100,?, , , , , ,metal,lead ingots, ,, , , ,, ,,0,0, ,934,1,, ,2202,Punta della Contessa,Punta della Contessa B,1,100,,8316,,934,,,,,,,Roman Imperial,,,,,,,,,,
,,,,Punta di l'Oscelluccia,,42.58,8.738,ca,,,,1,100,ca,,,,1967,,Amphoras,"Dr. 19, Dr. 20, between Haltern 71 and Dr. 20 Bétique",,,,,,,,,,,,,,Massy 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,-231915.6058,4404317.064,50,Punta Entina, ,36.75,-2.083333,?,732,766, ,1,150,ca, , , , , ,amphoras,Dr14  , ,, , , ,, ,,0,0, ,937,1,, ,1870,Punta Entina,Punta Entina,1,150,,8319,,937,,,,,,,Roman Imperial,,,,,,,,,,
846,1654949.763,5574415.627,847,Punta Glavina 2, ,44.7,14.866667,ca,734,768, ,1,500, , , , , , ,amphoras,pear-shaped, ,, , , ,, ,,0,0, ,941,1,, ,1253,Punta Glavina,Punta Glavina B,1,50,,8323,,941,,,,,,,Roman Imperial,,,,,,,,,,
51,-217073.007,4422857.411,52,Punta Javana, ,36.883333,-1.95, ,735,769, ,1,200,?, , , , , ,amphoras,, ,, , , ,, ,,0,0, ,943,1,, ,757,Punta Javana,Punta Javana,1,200,,8325,,943,,,,,,,Roman Imperial,,,,,,,,,,
554,1126182.182,5271470.143,555,Punta le Tombe, ,42.733333,10.116667, ,736,770, ,1,100,?, ,50, , , ,amphoras,, ,, , , ,, ,,0,0, ,945,1,, ,729,Punta le Tombe,Punta le Tombe,1,100,,8327,,945,,,,,,,Roman Imperial,,,,,,,,,,
552,1124326.857,5279050.904,553,Punta Polveraia, ,42.783333,10.1, ,741,775, ,1,100,?, ,50, , , ,amphoras,Roman  , ,, , , ,2 iron anchors, ,,0,0, ,954,1,, ,2346,Punta Polveraia,Punta Polveraia,1,100,,8336,,954,,,,,,,Roman Imperial,,,,,,,,,,
749,1458285.329,4614802.875,750,Punta Raisi, ,38.25,13.1,ca,743,777, ,1,300,?, , ,deep, , ,amphoras,Panella44-47,ceramic,pottery, , , ,, ,,0,0, ,957,1,, ,2593,Punta Raisi,Punta Raisi,1,300,,8339,,957,,,,,,,Roman Imperial,,,,,,,,,,
